Year of Birth,Child's First Name,Count
2013,Frank,13
2013,Gabriel,133
2013,Gael,61
2013,Gavin,27
2013,George,12
2013,Gerard,10
2013,Giovani,11
2013,Giovanni,38
2013,Giovanny,12
2013,Grayson,10
2013,Gregory,11
2013,Gustavo,14
2013,Hanley,10
2013,Hector,25
2013,Henry,34
2013,Hunter,18
2013,Ian,91
2013,Iker,36
2013,Isaac,87
2013,Isaiah,63
2013,Isaias,13
2013,Ismael,25
2013,Israel,18
2013,Ivan,44
2013,Jace,49
2013,Jack,32
2013,Jackson,17
2013,Jacob,297
2013,Jaden,61
2013,Jadiel,38
2013,Jael,23
2013,Jahir,10
2013,Jaiden,20
2013,Jair,10
2013,Jake,36
2013,Juan,68
2013,Julian,103
2013,Julien,10
2013,Julio,23
2013,Julius,25
2013,Junior,10
2013,Justice,12
2013,Justin,171
2013,Kaiden,33
2013,Kayden,44
2013,Kelvin,17
2013,Kendrick,20
2013,Kenneth,29
2013,Kenny,16
2013,Kevin,139
2013,King,15
2013,Kyle,14
2013,Landon,18
2013,Leandro,14
2013,Lenny,14
2013,Leo,17
2013,Leonardo,51
2013,Leonel,13
2013,Levi,15
2013,Liam,192
2013,Lian,10
2013,Logan,80
2013,Lorenzo,20
2013,Louis,15
2013,Luca,18
2013,Lucas,156
2013,Luis,111
2013,Luke,11
2013,Maison,12
2013,Manuel,32
2013,Marco,26
2013,Marcos,14
2013,Marcus,18
2013,Mario,16
2013,Mark,13
2013,Marlon,10
2013,Martin,13
2013,Marvin,10
2013,Mason,199
2013,Mateo,59
2013,Mathew,17
2013,Mathias,14
2013,Matias,20
2013,Matteo,14
2013,Matthew,253
2013,Mauricio,10
2013,Max,35
2013,Maximilian,12
2013,Maximiliano,12
2013,Maximo,10
2013,Maximus,20
2013,Maxwell,16
2013,Mayson,11
2013,Melvin,13
2013,Michael,156
2013,Miguel,85
2013,Mike,18
2013,Milan,14
2013,Moises,18
2013,Nathan,70
2013,Nathaniel,51
2013,Nelson,16
2013,Neymar,16
2013,Nicholas,98
2013,Nicolas,63
2013,Noah,217
2013,Noel,27
2013,Oliver,24
2013,Omar,28
2013,Oscar,37
2013,Owen,14
2013,Pablo,21
2013,Patrick,16
2013,Paul,12
2013,Pedro,24
2013,Peter,16
2013,Preston,10
2013,Prince,18
2013,Rafael,33
2013,Randy,36
2013,Raul,22
2013,Raymond,10
2013,Ricardo,19
2013,Richard,22
2013,Riley,18
2013,Robert,46
2013,Roberto,15
2013,Rodrigo,16
2013,Romeo,10
2013,Ryan,114
2013,Samuel,66
2013,Santiago,44
2013,Sean,14
2013,Sebastian,185
2013,Sergio,17
2013,Steven,75
2013,Thiago,38
2013,Thomas,13
2013,Timothy,12
2013,Tomas,18
2013,Tristan,21
2013,Tyler,39
2013,Uriel,18
2013,Valentino,12
2013,Victor,48
2013,Vincent,22
2013,Wesley,11
2013,William,66
2013,Wilson,10
2013,Xander,12
2013,Xavier,74
2013,Yadiel,20
2013,Yahir,21
2013,Yariel,10
2013,Zachary,25
2013,Zion,10
2013,Aaron,81
2013,Abdullah,14
2013,Abraham,141
2013,Adam,151
2013,Adrian,40
2013,Aharon,19
2013,Ahmad,10
2013,Ahmed,29
2013,Aidan,33
2013,Aiden,67
2013,Akiva,30
2013,Alan,25
2013,Alec,11
2013,Alex,35
2013,Alexander,206
2013,Ali,37
2013,Amir,31
2013,Andrew,120
2013,Angelo,20
2013,Anthony,124
2013,Anton,11
2013,Antonio,29
2013,Archer,13
2013,Ari,31
2013,Ariel,15
2013,Aron,78
2013,Arthur,33
2013,Arye,12
2013,Aryeh,25
2013,Asher,51
2013,August,27
2013,Austin,29
2013,Avery,17
2013,Avi,11
2013,Avraham,48
2013,Avrohom,31
2013,Avrum,17
2013,Axel,10
2013,Baruch,15
2013,Beckett,13
2013,Ben,26
2013,Benjamin,232
2013,Bennett,14
2013,Benzion,20
2013,Binyomin,10
2013,Blake,27
2013,Boruch,13
2013,Bradley,10
2013,Brady,16
2013,Brandon,36
2013,Brayden,18
2013,Brendan,19
2013,Brian,22
2013,Brody,22
2013,Bryce,11
2013,Caleb,31
2013,Cameron,27
2013,Carter,29
2013,Chaim,150
2013,Charles,136
2013,Charlie,24
2013,Chase,26
2013,Cheskel,12
2013,Chesky,13
2013,Christian,50
2013,Christopher,87
2013,Cole,22
2013,Colin,37
2013,Colton,14
2013,Connor,51
2013,Conor,17
2013,Cooper,25
2013,Damian,12
2013,Daniel,233
2013,Dante,14
2013,David,304
2013,Dean,23
2013,Declan,40
2013,Dennis,12
2013,Desmond,19
2013,Devin,11
2013,Dominic,35
2013,Dominick,14
2013,Dov,27
2013,Dovid,34
2013,Duvid,10
2013,Dylan,136
2013,Edward,33
2013,Efraim,18
2013,Eitan,16
2013,Elan,12
2013,Eli,83
2013,Elias,23
2013,Eliezer,41
2013,Elijah,35
2013,Elimelech,18
2013,Eliyahu,27
2013,Elliot,29
2013,Elliott,12
2013,Emmanuel,12
2013,Emmett,16
2013,Eric,26
2013,Ethan,125
2013,Evan,42
2013,Everett,20
2013,Ezra,49
2013,Felix,22
2013,Filip,11
2013,Finn,28
2013,Francesco,12
2013,Francis,13
2013,Frank,15
2013,Frederick,12
2013,Gabriel,116
2013,Gavin,54
2013,Gavriel,16
2013,George,55
2013,Giancarlo,10
2013,Gianluca,13
2013,Giovanni,32
2013,Graham,20
2013,Grant,15
2013,Grayson,23
2013,Gregory,18
2013,Greyson,11
2013,Griffin,16
2013,Hamza,19
2013,Harrison,45
2013,Harry,17
2013,Henry,161
2013,Hersh,15
2013,Hershel,23
2013,Hershy,30
2013,Hillel,11
2013,Hudson,55
2013,Hugo,21
2013,Hunter,41
2013,Ian,30
2013,Ibrahim,20
2013,Ilan,12
2013,Isaac,123
2013,Isaiah,11
2013,Israel,34
2013,Ivan,16
2013,Jace,10
2013,Jack,212
2013,Jackson,98
2013,Jacob,217
2013,Jake,55
2013,James,223
2013,Jason,37
2013,Jasper,19
2013,Jax,13
2013,Jaxon,22
2013,Jayden,32
2013,Jeremy,11
2013,Jesse,24
2013,Joaquin,11
2013,Joel,18
2013,John,173
2013,Jonah,50
2013,Jonathan,84
2013,Jordan,25
2013,Joseph,283
2013,Joshua,91
2013,Judah,24
2013,Jude,23
2013,Julian,71
2013,Julien,11
2013,Justin,30
2013,Kai,20
2013,Kevin,39
2013,Kieran,21
2013,Kyle,15
2013,Laith,10
2013,Landon,11
2013,Lazer,18
2013,Leo,109
2013,Leon,25
2013,Leonard,11
2013,Leonardo,29
2013,Lev,14
2013,Levi,57
2013,Liam,140
2013,Lincoln,14
2013,Lipa,39
2013,Logan,71
2013,Lorenzo,25
2013,Louis,27
2013,Luca,77
2013,Lucas,125
2013,Lucien,18
2013,Luka,21
2013,Lukas,15
2013,Luke,100
2013,Marc,16
2013,Marco,18
2013,Marcus,15
2013,Mark,42
2013,Martin,34
2013,Mason,84
2013,Massimo,12
2013,Mateo,19
2013,Matteo,30
2013,Matthew,155
2013,Max,107
2013,Maxim,26
2013,Maximilian,28
2013,Maxwell,55
2013,Mayer,28
2013,Meilech,13
2013,Meir,40
2013,Menachem,72
2013,Mendel,38
2013,Mendy,15
2013,Meyer,15
2013,Micah,18
2013,Michael,266
2013,Miles,54
2013,Milo,20
2013,Mohamed,40
2013,Mohammad,21
2013,Mohammed,30
2013,Moishe,15
2013,Mordechai,79
2013,Morris,11
2013,Moses,31
2013,Moshe,262
2013,Muhammad,21
2013,Myles,10
2013,Nachman,11
2013,Naftali,28
2013,Naftuli,12
2013,Nathan,82
2013,Nathaniel,47
2013,Nicholas,156
2013,Nico,13
2013,Nicolas,28
2013,Noah,159
2013,Noam,21
2013,Nolan,19
2013,Oliver,121
2013,Omar,58
2013,Ori,11
2013,Orion,10
2013,Oscar,30
2013,Otto,16
2013,Owen,73
2013,Parker,31
2013,Patrick,54
2013,Paul,30
2013,Peter,65
2013,Philip,23
2013,Pinchas,10
2013,Preston,18
2013,Quinn,10
2013,Rafael,24
2013,Raphael,22
2013,Rayan,20
2013,Raymond,17
2013,Reid,16
2013,Rhys,10
2013,Richard,29
2013,Riley,13
2013,Robert,86
2013,Rocco,11
2013,Roman,26
2013,Ronan,10
2013,Rory,10
2013,Rowan,14
2013,Ryan,136
2013,Ryder,14
2013,Salvatore,27
2013,Sam,36
2013,Samir,13
2013,Samuel,158
2013,Santino,14
2013,Sawyer,15
2013,Sean,37
2013,Sebastian,86
2013,Shalom,10
2013,Shane,12
2013,Shaya,21
2013,Shea,19
2013,Shia,32
2013,Shimon,95
2013,Shloime,14
2013,Shloimy,10
2013,Shlome,19
2013,Shlomo,66
2013,Shmiel,18
2013,Shmuel,55
2013,Shneur,11
2013,Sholom,19
2013,Shraga,10
2013,Shulem,35
2013,Silas,11
2013,Simcha,30
2013,Simon,56
2013,Solomon,35
2013,Spencer,26
2013,Stanley,10
2013,Stephen,13
2013,Steven,30
2013,Theo,14
2013,Theodore,94
2013,Thomas,107
2013,Timothy,27
2013,Tristan,19
2013,Tyler,44
2013,Tzvi,48
2013,Usher,25
2013,Victor,22
2013,Vincent,49
2013,Walter,13
2013,Wesley,17
2013,William,177
2013,Wolf,12
2013,Wyatt,32
2013,Xavier,18
2013,Yaakov,62
2013,Yakov,61
2013,Yanky,12
2013,Yassin,14
2013,Yechiel,29
2013,Yehoshua,22
2013,Yehuda,75
2013,Yeshaya,11
2013,Yisroel,66
2013,Yitzchak,10
2013,Yitzchok,74
2013,Yoel,16
2013,Yosef,110
2013,Yossi,18
2013,Yousef,14
2013,Youssef,23
2013,Yusuf,23
2013,Zachary,79
2013,Zalmen,12
2013,Zev,49
2014,Aarya,10
2014,Abby,27
2014,Abigail,31
2014,Aisha,18
2014,Aiza,19
2014,Aleena,17
2014,Alexandra,11
2014,Alice,24
2014,Alicia,12
2014,Alina,41
2014,Alisa,11
2014,Alisha,11
2014,Allison,15
2014,Alyssa,22
2014,Amanda,15
2014,Amber,17
2014,Amelia,27
2014,Amina,10
2014,Amy,31
2014,Anaya,32
2014,Anayah,10
2014,Angel,16
2014,Angela,77
2014,Angelina,38
2014,Anna,41
2014,Annabelle,13
2014,Anne,14
2014,Annie,30
2014,Anya,10
2014,Aria,26
2014,Ariana,30
2014,Arianna,13
2014,Ariel,14
2014,Arisha,10
2014,Arya,28
2014,Ashley,33
2014,Athena,12
2014,Audrey,31
2014,Ava,35
2014,Avery,17
2014,Ayesha,28
2014,Bella,29
2014,Carina,18
2014,Caroline,15
2014,Catherine,19
2014,Cecilia,10
2014,Celine,12
2014,Charlotte,31
2014,Chelsea,13
2014,Chloe,111
2014,Christina,17
2014,Cindy,25
2014,Claire,49
2014,Crystal,17
2014,Cynthia,22
2014,Doris,10
2014,Eileen,18
2014,Elaine,17
2014,Eleanor,12
2014,Elena,19
2014,Eliana,11
2014,Elina,16
2014,Elizabeth,20
2014,Ella,40
2014,Ellie,26
2014,Elsa,23
2014,Emily,92
2014,Emma,96
2014,Erica,12
2014,Erin,11
2014,Eshaal,12
2014,Esther,12
2014,Eva,28
2014,Evelyn,26
2014,Fatima,23
2014,Fiona,37
2014,Gabriella,18
2014,Gia,11
2014,Grace,64
2014,Hafsa,12
2014,Hailey,23
2014,Hana,12
2014,Hanna,15
2014,Hannah,32
2014,Inaaya,11
2014,Inaya,11
2014,Irene,16
2014,Iris,21
2014,Isabel,13
2014,Isabella,58
2014,Isabelle,23
2014,Ivy,30
2014,Janice,12
2014,Jannat,13
2014,Jasmine,36
2014,Jennifer,17
2014,Jenny,20
2014,Jessica,35
2014,Jessie,18
2014,Joanna,32
2014,Jocelyn,16
2014,Joy,11
2014,Joyce,15
2014,Julia,26
2014,Kaitlyn,20
2014,Karina,13
2014,Kate,10
2014,Katelyn,12
2014,Katherine,37
2014,Katie,15
2014,Kayla,23
2014,Kaylee,18
2014,Kelly,14
2014,Khadija,10
2014,Kylie,14
2014,Layla,13
2014,Leah,25
2014,Lila,11
2014,Lillian,14
2014,Lily,14
2014,Lina,12
2014,Lisa,11
2014,Livia,11
2014,Luna,10
2014,Lydia,13
2014,Madeline,10
2014,Madelyn,11
2014,Madison,28
2014,Maggie,14
2014,Mandy,11
2014,Maryam,20
2014,Maya,25
2014,Megan,13
2014,Melody,28
2014,Mia,67
2014,Michelle,17
2014,Mila,25
2014,Miranda,14
2014,Naomi,15
2014,Natalie,16
2014,Nicole,28
2014,Nina,21
2014,Noor,13
2014,Olivia,141
2014,Penelope,15
2014,Phoebe,13
2014,Priscilla,10
2014,Queena,11
2014,Queenie,17
2014,Rachel,24
2014,Raina,10
2014,Rebecca,11
2014,Riley,10
2014,Sabrina,19
2014,Safa,11
2014,Samantha,18
2014,Samara,13
2014,Sara,14
2014,Sarah,35
2014,Scarlett,19
2014,Selena,14
2014,Selina,19
2014,Serena,24
2014,Sharon,16
2014,Shirley,17
2014,Shreya,10
2014,Sofia,19
2014,Sophia,111
2014,Sophie,29
2014,Stella,19
2014,Stephanie,21
2014,Summer,12
2014,Syeda,16
2014,Sylvia,12
2014,Tenzin,33
2014,Tiffany,29
2014,Vanessa,12
2014,Vicky,15
2014,Victoria,25
2014,Vivian,31
2014,Winnie,11
2014,Zainab,24
2014,Zara,37
2014,Zoe,34
2014,Zoey,24
2014,Aaliyah,67
2014,Abigail,41
2014,Adrianna,11
2014,Aicha,23
2014,Aisha,15
2014,Aissatou,13
2014,Alana,16
2014,Alexandria,10
2014,Alexis,13
2014,Aliyah,23
2014,Alyssa,24
2014,Amara,12
2014,Amaya,33
2014,Amelia,28
2014,Amia,10
2014,Amina,27
2014,Aminata,29
2014,Amira,15
2014,Amirah,10
2014,Amiya,10
2014,Amiyah,18
2014,Angelina,14
2014,Aniya,11
2014,Aniyah,17
2014,Annabelle,14
2014,Aria,19
2014,Ariana,24
2014,Arianna,37
2014,Ariel,45
2014,Arielle,15
2014,Ashley,17
2014,Aubree,12
2014,Aubrey,21
2014,Autumn,41
2014,Ava,78
2014,Avery,25
2014,Bella,15
2014,Blessing,11
2014,Brianna,24
2014,Brielle,30
2014,Brooke,11
2014,Brooklyn,14
2014,Cali,17
2014,Chanel,11
2014,Charlotte,11
2014,Chelsea,30
2014,Chloe,68
2014,Christina,10
2014,Dakota,13
2014,Danielle,12
2014,Destiny,28
2014,Egypt,11
2014,Eliana,23
2014,Elizabeth,25
2014,Ella,11
2014,Emily,37
2014,Emma,23
2014,Eva,16
2014,Faith,40
2014,Fanta,12
2014,Fatima,32
2014,Fatou,10
2014,Fatoumata,47
2014,Gabriella,28
2014,Gabrielle,37
2014,Genesis,20
2014,Gianna,14
2014,Grace,20
2014,Hailey,21
2014,Hannah,17
2014,Harmony,17
2014,Hawa,14
2014,Heaven,25
2014,Hope,11
2014,Imani,24
2014,Isabella,47
2014,Isabelle,20
2014,Jada,18
2014,Jade,22
2014,Janelle,12
2014,Jasmine,25
2014,Jayda,13
2014,Jayla,25
2014,Jordan,13
2014,Jordyn,21
2014,Journee,11
2014,Journey,13
2014,Joy,11
2014,Kadiatou,10
2014,Kaitlyn,24
2014,Kali,12
2014,Kayla,36
2014,Kaylee,24
2014,Kelsey,14
2014,Kennedy,25
2014,Khadijah,13
2014,Khloe,39
2014,Kiara,15
2014,Kimora,13
2014,Kristen,10
2014,Kyla,11
2014,Kylee,10
2014,Kylie,30
2014,Laila,27
2014,Lailah,10
2014,Lauren,37
2014,Lauryn,10
2014,Layla,26
2014,Leah,36
2014,Leilani,13
2014,Lillian,11
2014,Logan,14
2014,London,61
2014,Londyn,26
2014,Lyric,15
2014,Mackenzie,15
2014,Madison,130
2014,Madisyn,14
2014,Makayla,40
2014,Malaysia,14
2014,Malia,18
2014,Maliyah,20
2014,Mariah,22
2014,Mariam,47
2014,Mariama,16
2014,Maryam,10
2014,Maya,36
2014,McKenzie,30
2014,Melanie,11
2014,Mia,61
2014,Michelle,22
2014,Mikayla,17
2014,Mila,11
2014,Milan,26
2014,Miracle,13
2014,Morgan,36
2014,Mya,26
2014,Nahla,13
2014,Naomi,32
2014,Nevaeh,31
2014,Nia,31
2014,Nova,11
2014,Nyla,36
2014,Nylah,34
2014,Olivia,52
2014,Oumou,13
2014,Paige,28
2014,Paris,29
2014,Penelope,10
2014,Peyton,34
2014,Phoenix,10
2014,Riley,20
2014,Samantha,14
2014,Sanaa,14
2014,Sanai,15
2014,Saniyah,10
2014,Sarah,22
2014,Sarai,15
2014,Sariah,12
2014,Savannah,53
2014,Serenity,46
2014,Shiloh,10
2014,Skye,17
2014,Skyla,28
2014,Skylah,24
2014,Skylar,63
2014,Skyler,10
2014,Aubrey,45
2014,Sofia,12
2014,Sophia,36
2014,Summer,10
2014,Sydney,21
2014,Taylor,45
2014,Tiana,13
2014,Tianna,13
2014,Tori,18
2014,Trinity,19
2014,Victoria,30
2014,Violet,14
2014,Winter,16
2014,Wynter,12
2014,Zaniyah,10
2014,Zara,14
2014,Zariah,10
2014,Zendaya,13
2014,Zoe,23
2014,Zoey,32
2014,Zuri,21
2014,Aaliyah,55
2014,Abigail,104
2014,Adelyn,10
2014,Adriana,42
2014,Adrianna,18
2014,Aileen,20
2014,Alana,17
2014,Alanis,26
2014,Alejandra,17
2014,Alessandra,12
2014,Alexa,71
2014,Alexandra,31
2014,Alexia,13
2014,Alexis,13
2014,Alice,19
2014,Alicia,14
2014,Alina,30
2014,Alison,21
2014,Alissa,10
2014,Aliyah,19
2014,Allison,103
2014,Allyson,16
2014,Alma,13
2014,Alondra,15
2014,Alyssa,31
2014,Amalia,15
2014,Amanda,31
2014,Amaya,27
2014,Amber,18
2014,Amelia,60
2014,Amy,73
2014,Ana,33
2014,Anabella,10
2014,Anabelle,10
2014,Anaya,12
2014,Andrea,46
2014,Angela,17
2014,Angelica,30
2014,Angelina,34
2014,Angeline,12
2014,Angelique,17
2014,Angie,19
2014,Anna,14
2014,Annabella,15
2014,Annabelle,12
2014,Annalise,12
2014,April,12
2014,Arabella,16
2014,Arely,11
2014,Aria,28
2014,Ariana,94
2014,Arianna,85
2014,Ariel,19
2014,Ariella,16
2014,Arielle,13
2014,Arya,13
2014,Ashley,139
2014,Athena,23
2014,Aubree,18
2014,Audrey,17
2014,Aurora,10
2014,Autumn,13
2014,Ava,79
2014,Avery,28
2014,Ayleen,12
2014,Aylin,45
2014,Bella,62
2014,Bianca,22
2014,Brenda,14
2014,Briana,14
2014,Brianna,86
2014,Brielle,10
2014,Brigitte,11
2014,Brittany,34
2014,Brooke,10
2014,Bryanna,12
2014,Camila,193
2014,Carla,13
2014,Carmen,14
2014,Carolina,10
2014,Caroline,10
2014,Cataleya,12
2014,Catalina,19
2014,Catherine,11
2014,Cecilia,10
2014,Celeste,12
2014,Celine,10
2014,Charlotte,31
2014,Chelsea,34
2014,Chloe,68
2014,Christina,10
2014,Crystal,16
2014,Cynthia,10
2014,Daisy,19
2014,Daleyza,14
2014,Daniela,50
2014,Daniella,32
2014,Danna,31
2014,Dayana,16
2014,Delilah,41
2014,Destiny,25
2014,Diana,33
2014,Eileen,11
2014,Elena,32
2014,Eliana,29
2014,Elisa,14
2014,Eliza,11
2014,Elizabeth,40
2014,Ella,19
2014,Emely,60
2014,Emilia,21
2014,Emily,170
2014,Emma,167
2014,Erika,13
2014,Esmeralda,19
2014,Esther,20
2014,Eva,33
2014,Evangeline,11
2014,Evelyn,32
2014,Faith,32
2014,Francesca,12
2014,Gabriela,45
2014,Gabriella,78
2014,Genesis,102
2014,Gia,12
2014,Gianna,43
2014,Giselle,32
2014,Grace,41
2014,Guadalupe,29
2014,Hailey,92
2014,Hailie,10
2014,Hannah,21
2014,Haylee,15
2014,Hazel,12
2014,Heaven,15
2014,Heidi,11
2014,Helen,18
2014,Isabel,42
2014,Isabella,331
2014,Isabelle,27
2014,Itzel,24
2014,Ivanna,11
2014,Izabella,10
2014,Jacqueline,18
2014,Jade,41
2014,Jasmine,34
2014,Jayla,22
2014,Jaylah,15
2014,Jayleen,25
2014,Jaylene,13
2014,Jaylin,14
2014,Jazlyn,22
2014,Jazmin,33
2014,Jennifer,34
2014,Jessica,21
2014,Jessie,11
2014,Jimena,11
2014,Jocelyn,32
2014,Joselyn,10
2014,Julia,20
2014,Juliana,27
2014,Julianna,19
2014,Juliet,16
2014,Juliette,21
2014,Julissa,15
2014,Kailey,13
2014,Kaitlyn,25
2014,Kamila,21
2014,Karen,19
2014,Karla,23
2014,Kate,10
2014,Katelyn,17
2014,Katherine,33
2014,Katie,12
2014,Kayla,44
2014,Kaylee,76
2014,Kayleen,15
2014,Kaylie,10
2014,Kaylin,12
2014,Keila,10
2014,Kelly,16
2014,Kendra,11
2014,Keyla,15
2014,Khloe,68
2014,Kiara,34
2014,Kimberly,72
2014,Kylie,52
2014,Laila,24
2014,Laura,15
2014,Lauren,18
2014,Layla,50
2014,Leah,100
2014,Leila,19
2014,Leilani,18
2014,Leslie,34
2014,Lesly,15
2014,Leyla,11
2014,Lia,17
2014,Liana,12
2014,Liliana,17
2014,Lillian,10
2014,Lily,19
2014,Lindsay,15
2014,Litzy,10
2014,Lizbeth,19
2014,Lola,14
2014,London,29
2014,Londyn,10
2014,Lucia,19
2014,Luciana,18
2014,Luna,42
2014,Mackenzie,15
2014,Madeline,23
2014,Madelyn,15
2014,Madison,90
2014,Magaly,11
2014,Maia,14
2014,Makayla,16
2014,Maria,57
2014,Mariah,10
2014,Mariana,18
2014,Marilyn,13
2014,Marjorie,16
2014,Maya,45
2014,Megan,21
2014,Melanie,106
2014,Melany,39
2014,Melina,18
2014,Melissa,29
2014,Melody,22
2014,Mia,255
2014,Michelle,44
2014,Mikaela,11
2014,Mila,46
2014,Miranda,13
2014,Monica,12
2014,Monserrat,10
2014,Montserrat,15
2014,Mya,27
2014,Naomi,27
2014,Nashla,19
2014,Natalia,45
2014,Natalie,28
2014,Nathalie,24
2014,Nathaly,19
2014,Nayeli,17
2014,Nevaeh,13
2014,Nicole,48
2014,Nina,11
2014,Nyla,10
2014,Nylah,15
2014,Olivia,96
2014,Paige,14
2014,Pamela,13
2014,Paris,11
2014,Penelope,58
2014,Peyton,16
2014,Rachel,12
2014,Rebecca,12
2014,Riley,15
2014,Rose,32
2014,Ruby,22
2014,Ruth,10
2014,Sabrina,18
2014,Salome,11
2014,Samantha,91
2014,Sara,21
2014,Sarah,39
2014,Sarai,17
2014,Savannah,43
2014,Scarlett,80
2014,Selena,14
2014,Serenity,35
2014,Sherlyn,22
2014,Shirley,15
2014,Sienna,10
2014,Skyla,16
2014,Skylar,25
2014,Skyler,11
2014,Sofia,199
2014,Sophia,259
2014,Sophie,26
2014,Stella,16
2014,Stephanie,39
2014,Tatiana,12
2014,Taylor,23
2014,Tiffany,20
2014,Trinity,11
2014,Valentina,135
2014,Valeria,34
2014,Valerie,57
2014,Valery,12
2014,Vanessa,29
2014,Victoria,148
2014,Violet,27
2014,Violeta,12
2014,Wendy,11
2014,Ximena,26
2014,Yaretzi,20
2014,Yasmin,10
2014,Zoe,87
2014,Zoey,34
2014,Abigail,124
2014,Ada,12
2014,Addison,22
2014,Adelaide,19
2014,Adele,24
2014,Adelina,11
2014,Adeline,12
2014,Adina,22
2014,Adriana,23
2014,Adrianna,10
2014,Ahuva,22
2014,Aisha,13
2014,Alessandra,18
2014,Alessia,20
2014,Alexa,37
2014,Alexandra,84
2014,Alexis,23
2014,Alice,56
2014,Alina,19
2014,Alisa,13
2014,Aliza,17
2014,Allison,14
2014,Alma,11
2014,Alyssa,36
2014,Amanda,10
2014,Amelia,73
2014,Amelie,10
2014,Amina,27
2014,Amira,19
2014,Ana,11
2014,Anastasia,26
2014,Angelica,12
2014,Angelina,46
2014,Anisa,14
2014,Anna,95
2014,Annabelle,26
2014,Anne,10
2014,Antonia,17
2014,Aria,45
2014,Ariana,41
2014,Arianna,31
2014,Ariel,13
2014,Ariella,32
2014,Ashley,14
2014,Atara,13
2014,Athena,10
2014,Audrey,33
2014,Aurora,19
2014,Ava,146
2014,Avery,66
2014,Avigail,12
2014,Avital,10
2014,Aviva,14
2014,Aya,14
2014,Ayala,10
2014,Ayla,18
2014,Aziza,11
2014,Baila,39
2014,Barbara,10
2014,Batsheva,32
2014,Beatrice,44
2014,Bella,33
2014,Bianca,15
2014,Blake,11
2014,Blima,29
2014,Blimy,27
2014,Bracha,22
2014,Brianna,16
2014,Bridget,11
2014,Brielle,12
2014,Brooke,33
2014,Brucha,13
2014,Bruchy,17
2014,Brynn,10
2014,Caitlin,11
2014,Camila,10
2014,Camilla,17
2014,Camille,11
2014,Carly,10
2014,Carolina,13
2014,Caroline,45
2014,Cassidy,10
2014,Catherine,37
2014,Cecelia,11
2014,Cecilia,24
2014,Celia,10
2014,Celine,10
2014,Chana,143
2014,Chany,33
2014,Charlie,20
2014,Charlotte,133
2014,Chava,39
2014,Chavy,13
2014,Chaya,194
2014,Chloe,81
2014,Christina,11
2014,Claire,43
2014,Clara,36
2014,Clementine,11
2014,Colette,15
2014,Cora,19
2014,Dahlia,13
2014,Daniella,23
2014,Danielle,23
2014,Daphne,16
2014,Delilah,10
2014,Devora,23
2014,Devorah,47
2014,Diana,25
2014,Dina,28
2014,Dylan,33
2014,Eden,14
2014,Eleanor,65
2014,Elena,27
2014,Eleni,10
2014,Eliana,49
2014,Elisheva,12
2014,Eliza,21
2014,Elizabeth,101
2014,Ella,112
2014,Elle,24
2014,Ellie,31
2014,Eloise,42
2014,Elsa,13
2014,Emerson,17
2014,Emilia,54
2014,Emily,143
2014,Emma,205
2014,Emmeline,11
2014,Erin,10
2014,Esme,14
2014,Ester,10
2014,Esther,233
2014,Esty,22
2014,Etty,18
2014,Eva,74
2014,Evangeline,11
2014,Eve,18
2014,Evelyn,64
2014,Everly,14
2014,Evie,12
2014,Faiga,24
2014,Faigy,74
2014,Fatima,11
2014,Fiona,36
2014,Fradel,11
2014,Frady,14
2014,Fraidy,29
2014,Frances,22
2014,Francesca,39
2014,Frimet,12
2014,Gabriela,13
2014,Gabriella,93
2014,Gabrielle,15
2014,Gemma,17
2014,Genevieve,23
2014,Georgia,26
2014,Gia,17
2014,Gianna,38
2014,Giovanna,13
2014,Giselle,12
2014,Gitty,68
2014,Giuliana,23
2014,Golda,18
2014,Goldie,11
2014,Goldy,17
2014,Grace,86
2014,Hadassah,13
2014,Hadley,19
2014,Hailey,22
2014,Hana,12
2014,Hanna,17
2014,Hannah,64
2014,Harlow,11
2014,Harper,41
2014,Hazel,24
2014,Helen,17
2014,Helena,17
2014,Henchy,20
2014,Henny,18
2014,Hinda,10
2014,Hindy,34
2014,Iris,14
2014,Isabel,30
2014,Isabella,117
2014,Isabelle,26
2014,Isla,31
2014,Ivy,20
2014,Jacqueline,16
2014,Jana,10
2014,Jane,25
2014,Jasmina,11
2014,Jasmine,19
2014,Jenna,23
2014,Jessica,14
2014,Jordyn,11
2014,Josephine,39
2014,Julia,84
2014,Juliana,30
2014,Julianna,17
2014,Julie,14
2014,Juliet,31
2014,Juliette,32
2014,June,13
2014,Juniper,14
2014,Kaitlyn,10
2014,Kate,17
2014,Katherine,42
2014,Kayla,42
2014,Kaylee,15
2014,Keira,13
2014,Kennedy,10
2014,Khloe,11
2014,Kira,13
2014,Kylie,13
2014,Laila,23
2014,Lana,13
2014,Lara,17
2014,Laura,22
2014,Lauren,33
2014,Layan,13
2014,Layla,55
2014,Lea,30
2014,Leah,206
2014,Leila,14
2014,Lena,28
2014,Leora,10
2014,Lia,12
2014,Liana,15
2014,Liba,23
2014,Libby,30
2014,Lila,42
2014,Lilah,11
2014,Lilian,10
2014,Liliana,22
2014,Lillian,40
2014,Lilly,16
2014,Lily,88
2014,Lina,13
2014,Linda,10
2014,Liv,16
2014,Livia,13
2014,Lola,20
2014,Louisa,12
2014,Lucia,29
2014,Lucy,58
2014,Luna,16
2014,Lydia,14
